NAMA BAHAN,Air (g),Energi (kal),Protein (g),Lemak (g),Karbohidrat (g),Serat (g),Abu (g),Kalsium (mg),Fosfor (mg),Besi (mg),Natrium (mg),Kalium (mg),Tembaga (mg),Seng (mg) ,Retinol (mcg),B-Kar (mcg),Kar-Total (mcg),Thiamin (mg),Riboflavin (mg),Niasin (mg),Vitamin C,BDD (%)
"Ayam, daging, segar",55.9,298,18.2,25.0,0.0,0.0,0.9,14,200,1.5,109.0,385.9,0.11,0.6,245,0,0.0,0.08,0.14,10.4,0,58.0
"Ayam, dideh/darah,
segar",82.0,75,13.8,1.9,0.7,0.0,1.6,15,9,1.3,337.0,234.0,0.0,0.0,15,0,0.0,0.02,0.0,0.6,0,100.0
"Ayam, hati, segar",53.4,261,27.4,16.1,1.6,0.0,1.5,118,373,15.8,1068.0,22.9,0.84,0.0,4957,169,28000.0,0.64,4.38,4.11,0,100.0
"Babi, daging,
gemuk,segar",42.0,453,11.9,45.0,0.0,0.0,1.1,7,117,1.8,112.0,819.3,0.22,0.4,0,0,0.0,0.58,0.59,5.9,0,100.0
"Babi, daging, kurus,
segar",50.0,371,14.1,35.0,0.0,0.0,0.9,8,151,2.1,97.0,706.3,0.19,0.4,0,0,0.0,0.67,0.33,5.4,0,100.0
"Babi, ginjal, segar",77.1,110,16.3,4.6,0.8,0.0,1.2,11,246,8.0,139.0,390.0,0.71,3.2,39,10,0.0,0.58,1.59,9.1,13,100.0
"Babi, hati, segar",72.3,129,19.7,4.8,1.7,0.0,1.5,10,362,18.0,110.0,447.0,0.58,0.1,4303,6,0.0,0.4,1.16,5.7,23,100.0
"Bebek (itik), daging,
segar",54.3,321,16.0,28.6,0.0,0.0,1.1,15,188,1.8,54.0,199.0,0.21,1.2,273,0,0.0,0.1,0.28,4.3,0,60.0
"Bebek alabio, daging,
segar",57.0,303,11.3,27.0,3.7,0.0,1.0,20,293,4.8,50.0,260.0,0.7,2.0,0,0,0.0,0.36,0.04,4.1,0,100.0
"Belibis, daging, segar",71.3,131,20.2,4.3,2.8,0.0,1.4,8,192,9.6,46.0,104.0,1.2,1.6,0,0,0.0,0.37,0.08,2.7,0,100.0
"Burung, sarang, segar",24.8,281,37.5,0.3,32.1,0.0,5.3,485,18,3.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,100.0
"Domba, daging,
gemuk, segar",55.8,317,15.7,27.7,0.0,0.0,0.8,9,157,2.4,64.0,242.1,0.11,3.7,0,0,0.0,0.14,0.23,6.5,0,100.0
"Domba, daging, kurus,
segar",66.3,202,17.1,14.8,0.0,0.0,1.8,10,191,2.6,90.0,355.0,0.08,2.8,0,0,0.0,0.15,0.26,5.7,0,100.0
"Domba, ginjal, segar",77.8,100,16.6,3.3,1.0,0.0,1.3,13,237,9.2,155.0,276.0,0.48,2.4,348,515,0.0,0.51,2.35,7.5,13,100.0
"Kambing, daging,
segar",70.3,149,16.6,9.2,0.0,0.0,3.9,11,124,1.0,96.0,268.7,0.31,4.9,0,0,0.0,0.09,0.23,5.0,0,100.0
"Kelinci, daging, segar",74.3,142,16.9,7.8,0.0,0.0,1.0,7,350,1.0,49.0,371.1,0.0,0.0,0,0,0.0,0.11,0.11,6.8,0,100.0
"Kerbau, daging, segar",80.0,79,18.7,0.5,0.0,0.0,0.8,14,221,3.3,91.0,273.0,0.13,1.6,0,0,0.0,0.06,0.17,5.0,0,100.0
"Kuda, daging, segar",76.0,113,18.1,4.1,0.9,0.0,0.9,10,150,2.7,46.0,315.7,0.13,2.5,0,0,0.0,0.07,0.07,3.0,0,100.0
"Sapi, babat, segar",76.7,108,17.6,4.2,0.0,0.0,1.5,12,144,1.0,147.0,101.4,0.11,2.2,0,49,0.0,0.15,0.17,1.7,0,100.0
"Sapi, daging, gemuk, segar",60.0,273,17.5,22.0,0.0,0.0,0.5,10,150,2.6,93.0,267.0,0.17,6.4,12,0,0.0,0.08,0.18,7.3,0,100.0
"Sapi, daging, kurus, segar",69.0,174,19.6,10.0,0.0,0.0,1.4,11,181,2.9,83.0,489.0,0.07,4.9,6,181,0.0,0.07,0.51,1.2,0,100.0
"Sapi, daging, lemak sedang, segar",66.0,201,18.8,14.0,0.0,0.0,1.2,11,170,2.8,105.0,378.0,4.58,5.2,9,198,0.0,0.08,0.56,1.3,0,100.0
"Sapi, daleman, segar",70.1,183,12.0,14.4,1.4,0.0,2.1,43,319,1.8,277.0,160.0,0.1,0.8,0,104,0.0,0.31,0.22,8.4,0,100.0
"Sapi, dideh/darah",75.6,98,21.9,1.1,0.0,0.0,1.4,7,24,1.3,150.0,170.0,0.0,0.2,15,214,0.0,0.01,0.03,0.9,0,100.0
"Sapi, ginjal, segar",74.9,137,15.0,8.1,0.9,0.0,1.1,9,221,7.9,200.0,230.2,0.0,0.0,348,583,0.0,0.37,1.22,6.1,13,100.0
"Sapi, keleponan, segar",83.8,84,10.5,4.6,0.2,0.0,0.9,20,13,2.1,73.0,318.0,0.2,1.7,857,34,0.0,0.1,0.14,0.3,0,100.0
"Sapi, liver, segar",69.7,132,19.7,3.2,6.0,0.0,1.4,7,358,6.6,110.0,213.0,0.51,2.3,13303,355,0.0,0.26,1.52,11.4,31,100.0
"Sapi, otak, segar",78.9,123,10.4,8.6,0.8,0.0,1.3,16,330,3.6,112.0,243.8,0.26,0.9,0,0,0.0,0.23,0.19,3.9,18,100.0
"Sapi, usus, segar",76.7,126,14.0,7.2,1.5,0.0,0.6,14,115,4.0,0.0,0.0,0.0,0.0,61,0,0.0,0.08,0.33,0.2,0,100.0
Ulat sagu segar,65.9,241,5.8,21.6,5.8,2.8,0.9,20,70,0.5,210.0,210.0,1.0,7.7,0,0,0.0,0.17,1.45,0.1,0,100.0
"Ayam, ampela, goreng",4.8,270,32.3,11.2,9.9,0.0,1.8,129,314,4.9,980.0,0.0,0.12,3.3,56,0,0.0,0.21,0.0,4.72,0,100.0
"Ayam, usus, goreng",4.6,473,45.2,26.3,13.9,0.0,10.1,1407,458,8.4,0.0,0.0,0.0,0.0,6,0,224.0,0.57,0.0,0.0,0,100.0
"Bebek, daging, goreng",48.8,300,24.0,20.7,4.5,0.0,2.0,170,170,4.1,34.0,6.0,0.4,3.0,0,0,0.0,0.1,0.4,10.6,0,100.0
"Buaya, daging, dendeng, mentah",12.3,365,49.6,4.8,30.8,0.0,2.5,60,130,4.3,500.0,680.0,0.2,11.6,0,0,0.0,0.0,0.0,0.2,0,100.0
Ham,42.0,384,16.9,35.0,0.3,0.0,5.8,10,136,2.5,112.0,819.3,0.11,0.4,0,0,0.0,0.7,0.95,9.7,0,100.0
"Itik alabio, daging, dendeng, mentah",12.7,496,30.3,33.5,18.4,0.0,5.1,135,370,12.5,1081.0,478.0,0.7,0.3,0,0,0.0,0.0,0.0,0.0,0,100.0
Kerupuk urat,3.6,588,53.7,40.9,1.2,0.0,0.6,36,15,1.3,1024.0,37.0,0.1,0.2,2802,0,0.0,0.0,0.0,0.0,0,100.0
"Menjangan, daging, dendeng, mentah",14.3,322,55.8,2.0,22.7,0.0,5.3,55,310,2.1,765.0,1282.0,1.7,3.2,3391,26,0.0,0.0,0.0,0.0,0,100.0
"Punai, daging, goreng",54.5,224,26.2,11.3,4.4,0.0,3.6,362,362,3.1,2.0,19.0,0.3,1.6,0,0,0.0,0.0,0.0,0.0,0,100.0
"Rusa, daging, dendeng, mentah",18.3,536,40.5,41.5,0.0,0.0,2.5,90,420,13.4,130.0,690.0,0.3,10.7,285,0,0.0,0.0,0.0,0.2,0,100.0
"Sapi, abon",7.1,212,18.0,10.6,59.3,7.5,4.7,150,209,12.3,0.0,0.0,0.0,0.0,0,240,138.0,0.17,0.0,0.0,0,100.0
"Sapi, abon, asli",24.8,358,14.6,16.1,38.6,2.5,5.8,165,136,14.6,0.0,0.0,0.0,0.0,3,194,144.0,0.13,0.0,0.0,0,100.0
"Sapi, daging, asap",60.0,182,32.0,6.0,0.0,0.0,2.0,15,300,5.0,1620.0,485.4,0.03,5.1,6,0,0.0,0.12,0.23,5.9,0,100.0
"Sapi, daging, dendeng, mentah",25.0,301,55.0,9.0,0.0,0.0,11.0,30,370,5.1,0.0,0.0,0.0,0.0,0,0,0.0,0.1,0.0,0.0,0,100.0
"Sapi, daging, kornet",53.0,289,16.0,25.0,0.0,0.0,6.0,10,170,4.0,794.0,94.4,0.07,4.0,0,52,0.0,0.01,0.16,2.7,0,100.0
"Sapi, daging, sosis (Worst)",37.6,448,14.5,42.3,2.3,0.0,3.3,28,61,1.1,765.0,284.5,0.06,1.7,0,0,0.0,0.1,0.18,4.9,0,100.0
"Sapi, hati, sosis (liverworst)",56.6,274,16.0,22.0,3.0,2.3,2.4,20,150,4.0,654.0,158.8,0.22,2.2,1201,0,0.0,0.2,0.96,4.0,0,100.0
"Sapi, paru, dendeng, mentah",9.7,360,57.3,6.0,19.2,0.0,7.8,126,903,21.1,1483.0,864.0,1.2,6.1,2827,0,0.0,0.0,0.0,0.0,0,100.0
"Sapi, paru, goreng",45.5,268,23.9,12.7,14.5,0.0,3.1,102,315,8.8,923.0,299.0,0.0,1.5,790,0,0.0,0.0,0.0,0.0,0,100.0
"Ulat sagu, panggang",41.3,380,11.9,30.3,14.9,4.8,1.6,30,120,1.5,260.0,550.0,3.1,14.2,0,0,0.0,0.5,2.5,0.1,0,100.0
"Ayam goreng church texas, dada",42.2,338,35.2,20.6,0.4,0.0,1.5,79,221,5.6,800.0,369.5,0.16,1.1,16,0,80.0,0.52,0.16,12.1,0,100.0
"Ayam goreng church,texas paha",50.3,287,31.0,15.7,1.7,0.0,1.3,99,176,4.1,723.0,257.0,0.17,1.5,22,0,30.0,0.66,0.2,5.3,0,100.0
"Ayam goreng church texas, sayap",47.2,295,34.0,16.0,1.5,0.0,1.3,81,179,3.0,771.0,237.2,0.16,1.2,13,0,50.0,0.44,0.13,6.2,0,100.0
"Ayam goreng kalasan, paha",46.2,275,37.4,12.2,1.3,0.0,2.9,116,237,5.8,176.0,321.9,0.16,1.5,10,0,50.0,0.1,0.0,0.0,0,100.0
"Ayam goreng kentucky, dada",46.5,298,34.2,16.8,0.1,0.0,2.5,90,284,5.5,741.0,342.0,0.07,1.0,36,0,50.0,0.19,0.0,0.0,0,100.0
"Ayam goreng kentucky, paha",48.7,286,32.1,16.1,1.1,0.0,2.0,89,248,6.9,746.0,265.2,0.09,2.3,31,0,20.0,0.5,0.21,5.5,0,100.0
"Ayam goreng kentucky, sayap",44.7,297,35.9,15.2,1.6,0.0,2.6,103,227,4.4,807.0,248.4,0.06,1.4,22,0,70.0,0.73,0.14,6.5,0,100.0
Ayam goreng mbok berek dada,43.4,295,39.2,13.6,1.0,0.0,2.8,114,278,5.4,0.0,0.0,0.0,0.0,8,0,50.0,0.19,0.0,0.0,0,100.0
"Ayam goreng pasundan, dada",50.1,246,37.9,9.0,0.7,0.0,2.3,90,260,7.5,0.0,0.0,0.0,0.0,6,0,70.0,0.16,0.0,0.0,0,100.0
"Ayam goreng pasundan, paha",52.8,245,33.1,11.4,0.3,0.0,2.5,90,283,7.3,0.0,0.0,0.0,0.0,8,0,40.0,0.37,0.0,0.0,0,100.0
"Ayam goreng pioneer, dada",44.5,295,37.4,14.7,0.6,0.0,2.7,108,236,6.8,0.0,0.0,0.0,0.0,16,0,80.0,0.1,0.0,0.0,0,100.0
"Ayam goreng
sukabumi, dada",49.8,244,36.7,9.2,1.0,0.0,3.4,81,154,6.1,0.0,0.0,0.0,0.0,20,0,80.0,0.66,0.0,0.0,0,100.0
"Ayam goreng
sukabumi, paha",46.0,283,35.7,14.3,0.5,0.0,3.6,68,106,5.4,0.0,0.0,0.0,0.0,11,0,60.0,0.36,0.0,0.0,0,100.0
"Ayam taliwang,
masakan",57.5,264,18.2,20.1,2.7,0.0,1.5,94,164,2.0,507.0,408.0,0.4,12.3,1067,0,0.0,0.0,0.0,0.0,0,100.0
"Babi hutan masak rica,
masakan",56.2,491,24.6,16.3,0.2,0.0,2.7,18,144,1.2,1415.0,327.0,0.2,2.6,2193,0,0.0,0.61,0.47,0.0,0,100.0
Beef burger,45.5,258,10.6,9.5,32.5,0.4,2.2,210,157,2.6,572.0,189.1,0.0,0.0,218,0,7580.0,0.95,0.0,0.0,0,100.0
"Beef teriyaki, masakan",65.1,151,8.6,3.1,22.3,0.3,0.9,142,62,2.3,377.0,0.0,0.0,0.0,22,0,400.0,0.53,0.0,0.0,0,100.0
"Beef yakiniku, masakan",67.7,132,9.8,1.1,20.7,0.3,0.8,302,67,2.0,409.0,0.0,0.0,0.0,78,0,700.0,0.62,0.0,0.0,0,100.0
Brongkos,76.4,141,15.3,3.3,12.6,1.0,2.4,87,97,5.1,0.0,0.0,0.0,0.0,4,0,356.0,0.4,0.0,0.0,0,100.0
"Bulgogi, masakan",84.2,72,11.4,4.9,1.4,1.7,0.7,214,86,2.5,509.0,0.0,0.0,0.0,17,0,0.0,1.08,0.0,0.0,0,100.0
"Chicken teriyaki, masakan",68.2,168,13.0,9.6,7.5,0.8,1.7,137,106,3.1,959.0,0.0,0.0,0.0,68,0,2200.0,0.65,0.0,0.0,0,100.0
"Chikiniku, masakan",65.4,143,9.8,1.4,22.8,0.4,0.6,301,63,2.0,531.0,0.0,0.0,0.0,27,0,1280.0,0.73,0.0,0.0,0,100.0
"Coto mangkasara,
kuda, masakan",83.5,96,6.8,5.9,3.8,0.0,0.9,11,106,2.3,96.0,31.0,0.1,1.0,0,0,0.0,0.23,0.14,4.2,0,100.0
"Coto mangkasara, sapi, masakan",85.9,84,6.0,6.0,1.4,0.0,0.7,8,104,4.0,90.0,25.0,0.3,0.6,0,0,0.0,0.16,0.14,10.3,0,100.0
"Djibokum, masakan",43.4,248,10.0,2.3,40.9,0.1,3.4,116,110,2.8,401.0,0.0,0.0,0.0,52,0,1920.0,0.75,0.0,0.0,0,100.0
"Empal (daging) Goreng, masakan",43.9,248,36.2,6.9,10.1,0.0,2.0,131,235,6.4,848.0,0.0,0.0,0.0,112,0,620.0,0.55,0.0,0.0,0,100.0
Gulai kambing,78.4,126,4.2,9.4,6.2,0.0,1.8,45,73,1.3,302.0,138.0,0.2,1.1,151,0,0.0,0.13,0.01,0.0,0,100.0
"Jangang bintatoeng,
masakan",73.6,107,5.3,2.2,16.5,0.0,2.4,64,61,2.5,482.0,406.0,0.2,0.8,0,0,0.0,0.18,0.02,3.4,0,100.0
"Kalio ayam, masakan",64.7,203,16.0,13.5,4.4,0.0,1.4,278,177,4.2,534.0,0.0,0.0,0.0,105,0,3780.0,0.35,0.0,0.0,0,100.0
"Kalio jeroan, masakan",68.9,163,16.5,9.0,4.1,0.0,1.5,102,268,7.1,570.0,0.0,0.0,0.0,298,0,1960.0,0.7,0.0,0.0,0,100.0
"Kalio kikil (tunjang), masakan",75.3,122,13.8,5.7,3.9,0.0,1.3,154,59,3.4,519.0,0.0,0.0,0.0,36,0,1440.0,0.38,0.0,0.0,0,100.0
"Kalio otak, masakan",70.3,157,8.1,8.8,11.4,0.0,1.4,212,69,3.3,604.0,0.0,0.0,0.0,32,0,1040.0,0.45,0.0,0.0,0,100.0
"Lawar babi, masakan",68.8,174,17.0,10.0,3.0,0.0,1.2,61,141,3.0,0.0,0.0,0.0,0.0,0,0,0.0,0.1,0.0,0.0,0,100.0
"Lawar penyu, masakan",66.3,141,23.0,1.5,7.6,0.0,1.6,69,141,6.0,0.0,0.0,0.0,0.0,0,0,0.0,0.1,0.0,0.0,0,100.0
"Lawara jangang, masakan",72.4,159,5.0,10.9,10.1,0.0,1.6,57,107,1.5,400.0,2368.0,0.1,1.0,14,0,0.0,0.25,0.16,0.0,0,100.0
"Naan maran sapi, masakan",14.8,478,38.3,33.9,5.1,0.0,7.9,30,390,11.8,220.0,320.0,0.6,3.9,33,0,0.0,0.0,0.0,0.2,0,100.0
"Nasu likku, masakan",59.0,196,14.5,8.3,15.9,0.0,2.3,69,157,1.0,386.0,470.0,0.3,2.0,0,0,0.0,0.2,0.24,1.5,0,100.0
"Oramu ninahu ndawa olaho, masakan",74.9,117,13.7,5.0,4.3,0.0,0.1,964,804,2.0,0.0,727.0,0.3,1.5,4095,0,0.0,0.77,0.04,1.7,0,100.0
"Paniki masak santan, masakan",25.4,460,28.5,35.2,7.2,0.0,3.7,188,357,5.5,2002.0,532.0,0.4,2.5,954,0,0.0,0.27,0.19,0.0,0,100.0
"Pelolah manuk, masakan",60.0,219,19.7,13.6,4.4,0.0,2.3,33,160,1.6,577.0,0.0,0.0,0.0,137,0,1940.0,0.42,0.0,0.0,0,100.0
"Rawon, masakan",86.0,60,5.4,2.5,4.0,0.0,2.1,272,153,3.3,0.0,0.0,0.0,0.0,10,0,1235.0,0.09,0.0,0.0,0,100.0
"Rendang sapi, masakan",57.9,193,22.6,7.9,7.8,0.0,3.8,474,211,14.9,0.0,0.0,0.0,0.0,21,0,534.0,0.12,0.0,0.0,0,100.0
"RW, anjing, masakan",60.8,198,24.6,10.7,0.9,0.0,3.0,1071,876,4.0,1604.0,226.0,0.1,2.8,256,0,0.0,0.35,0.2,0.0,0,100.0
"Sate, penyu, masakan",57.4,179,22.5,3.5,13.3,0.0,3.3,187,238,14.4,0.0,0.0,0.0,0.0,0,0,0.0,0.1,0.0,0.0,0,100.0
"Sate pusut, masakan",52.1,274,12.9,18.6,13.6,0.0,2.8,63,190,2.7,609.0,0.0,0.0,0.0,133,0,0.0,0.06,0.0,0.0,0,100.0
"Penyu, serapah, masakan",71.3,174,13.1,12.2,2.2,0.0,1.2,72,186,9.5,0.0,507.0,0.8,2.4,1302,0,0.0,0.0,0.0,0.0,0,100.0
"Sie reuboh, masakan",32.4,474,11.2,42.5,11.7,0.0,2.2,26,62,1.3,677.0,176.0,2.4,3.2,141,9,0.0,0.46,0.26,0.0,0,100.0
"Sop buntut, masakan",86.1,71,7.5,3.6,2.2,0.0,0.6,286,38,3.2,490.0,0.0,0.0,0.0,119,0,2900.0,0.14,0.0,0.0,0,100.0
"Sop daging sapi, masakan",87.5,49,5.8,0.5,5.3,0.0,0.9,158,48,2.2,391.0,0.0,0.0,0.0,101,0,3320.0,0.37,0.0,0.0,0,100.0
"Sop kaki sapi, masakan",84.5,68,9.0,1.9,3.7,0.0,0.9,302,15,2.2,435.0,0.0,0.0,0.0,48,0,150.0,0.46,0.0,0.0,0,100.0
"Sop kambing, masakan",91.6,34,5.5,0.8,1.1,0.0,1.0,145,37,1.6,348.0,0.0,0.0,0.0,48,0,80.0,0.57,0.0,0.0,0,100.0
"Sop konro, masakan",85.0,71,7.4,2.6,4.5,0.0,0.5,17,60,4.6,184.0,25.0,0.3,1.3,0,0,0.0,0.12,0.02,10.9,0,100.0
"Sop saudara, masakan",82.4,89,7.2,5.0,3.9,0.0,1.5,10,174,9.0,274.0,50.0,0.2,1.1,0,0,0.0,0.09,0.12,2.0,0,100.0
"Soto bandung, masakan",89.9,42,3.9,1.7,2.8,0.4,1.8,74,75,1.8,0.0,0.0,0.0,0.0,6,20,0.0,0.0,0.0,0.0,0,100.0
"Soto banjar, masakan",83.7,110,2.9,9.5,3.2,0.0,0.7,28,28,0.3,36.0,6.0,0.0,0.2,12,0,770.0,0.05,0.0,0.0,0,100.0
"Soto betawi, masakan",75.9,135,2.5,8.8,11.5,0.5,1.3,222,72,1.9,0.0,0.0,0.0,0.0,6,0,336.0,0.04,0.0,0.0,0,100.0
"Soto jeroan, masakan",81.4,92,11.8,4.3,1.4,0.0,1.1,218,48,1.9,363.0,0.0,0.0,0.0,85,0,440.0,0.36,0.0,0.0,0,100.0
"Soto kudus, masakan",91.6,38,2.6,2.3,1.8,0.2,1.7,237,67,1.7,0.0,0.0,0.0,0.0,23,0,128.0,0.06,0.0,0.5,0,100.0
"Soto madura,
masakan",89.8,60,3.5,4.5,1.3,0.0,0.9,361,126,3.8,0.0,0.0,0.0,0.0,26,0,121.0,0.06,0.0,0.0,0,100.0
"Soto padang, masakan",75.0,127,5.9,6.6,11.0,0.7,2.0,298,94,1.5,0.0,0.0,0.0,0.0,12,0,204.0,0.22,0.0,0.0,0,100.0
"Soto pekalongan,
masakan",83.8,94,3.0,6.8,5.1,0.3,1.3,322,79,2.0,0.0,0.0,0.0,0.0,14,0,119.0,0.29,0.0,0.0,0,100.0
"Soto pemalang,
masakan",86.0,75,3.6,5.2,3.5,0.0,1.7,170,80,2.1,0.0,0.0,0.0,0.0,16,0,30.0,0.13,0.0,0.0,0,100.0
"Soto sukaraja,
masakan",75.9,80,3.2,3.5,9.0,0.3,1.1,347,77,2.3,0.0,0.0,0.0,0.0,12,0,89.0,0.04,0.0,0.0,0,100.0
"Soto sulung, masakan",88.1,86,2.3,8.5,0.0,0.0,1.1,200,120,2.9,0.0,0.0,0.0,0.0,20,0,105.0,0.08,0.0,0.0,0,100.0
"Sukiyaki, masakan",81.0,75,5.6,0.4,12.2,0.2,0.8,109,59,0.5,426.0,0.0,0.0,0.0,41,0,1200.0,0.37,0.0,0.0,0,100.0
"Tedong pallu basa,
masakan",81.7,83,10.4,3.4,2.8,0.0,1.7,10,139,2.6,397.0,34.0,0.6,1.3,0,0,0.0,0.09,0.53,9.0,0,100.0
"Tikus rica, masakan",54.9,257,18.8,18.5,3.8,0.0,4.0,232,293,6.5,1724.0,308.0,0.5,2.3,674,0,0.0,0.28,0.38,0.0,0,100.0
"Tinoransa, masakan",31.6,516,17.7,49.5,0.0,0.0,1.2,698,648,3.5,1307.0,320.0,0.1,1.8,710,0,0.0,0.29,0.17,0.0,0,100.0
"Belut, segar",81.5,70,14.6,0.8,1.0,0.0,2.1,49,155,1.5,55.0,169.0,0.2,1.2,0,0,0.0,0.22,0.12,7.7,0,0.0
"Belut,laut, segar",79.5,93,12.8,1.5,6.1,0.0,4.1,60,199,3.0,33.0,175.9,0.1,1.0,51,3,71.0,0.06,0.0,2.7,0,0.0
"Cumi-cumi, segar",82.2,75,16.1,0.7,0.1,0.0,0.9,32,200,1.8,37.0,204.1,1.6,1.3,0,20,0.0,0.08,0.0,2.5,0,0.0
"Ikan bader, segar",66.0,193,19.0,13.0,0.0,0.0,2.0,48,150,0.4,118.0,264.9,0.1,0.2,45,0,0.0,0.01,0.1,4.1,0,0.0
"Ikan balong, segar",76.5,107,16.5,3.9,1.5,0.0,1.5,54,202,2.0,86.0,253.4,0.5,1.0,25,0,0.0,0.05,0.1,2.5,0,0.0
"Ikan bambangan,
segar",73.7,112,20.0,1.3,3.7,0.0,1.3,98,120,3.0,148.0,258.7,0.0,0.1,0,0,0.0,0.07,0.0,0.3,0,0.0
"Ikan bandeng, segar",74.0,123,20.0,4.8,0.0,0.0,1.2,20,150,2.0,67.0,271.1,0.0,0.9,45,21,0.0,0.05,0.1,6.0,0,0.0
"Ikan banjar, segar",73.5,111,19.4,0.9,4.8,0.0,1.4,68,278,7.3,99.0,338.7,0.2,0.6,0,62,0.0,0.03,0.2,7.3,0,0.0
"Ikan baronang, segar",80.0,78,14.5,0.6,3.7,0.0,1.2,26,521,3.8,26.0,692.0,4.7,4.1,732,0,0.0,0.2,0.04,3.0,0,0.0
"Ikan batung, segar",75.7,115,14.5,4.6,4.2,0.0,1.1,0,207,0.0,42.0,361.0,0.2,0.9,0,0,0.0,1.2,0.04,1.1,0,0.0
"Ikan baung, segar",74.9,123,15.1,5.5,3.3,0.0,1.2,5,146,1.3,32.0,349.0,0.1,0.7,0,0,0.0,0.2,0.03,1.2,0,0.0
"Ikan bawal, segar",78.0,91,19.0,1.7,0.0,0.0,1.3,20,150,2.0,129.0,233.3,0.1,0.3,45,0,0.0,0.05,0.1,1.8,0,0.0
"Ikan Belida, segar",79.2,80,14.7,1.4,2.2,0.0,2.3,303,315,1.3,41.0,356.0,0.0,0.8,0,0,0.0,1.2,0.14,1.4,0,0.0
"Ikan beunteur, segar",70.0,109,17.0,4.0,0.0,0.0,9.0,500,500,1.0,109.0,323.5,0.6,1.3,45,0,0.0,0.05,0.1,2.6,0,0.0
"Ikan biawan, segar",79.1,90,14.9,2.5,2.1,0.0,1.4,125,265,1.0,35.0,207.0,0.4,0.6,0,0,0.0,0.36,0.03,2.9,0,0.0
"Ikan bili, segar",68.3,88,14.2,0.7,6.2,0.0,10.6,27,1760,1.5,217.0,202.0,0.0,4.1,0,0,0.0,0.72,0.09,2.7,0,0.0
"Ikan bubara, segar",75.5,100,14.7,2.4,4.9,0.0,1.6,90,90,0.4,390.0,390.0,0.7,0.8,0,0,0.0,0.0,0.0,0.0,0,0.0
"Ikan bulan-bulan,
segar",66.7,134,25.5,1.3,5.0,0.0,1.5,29,29,0.5,197.0,489.0,0.1,0.5,0,0,0.0,0.3,0.02,0.8,0,0.0
"Ikan cakalang, segar",73.0,107,19.6,0.7,5.5,0.0,1.2,23,242,2.9,66.0,239.0,0.2,0.6,386,0,0.0,0.17,0.05,21.7,0,0.0
"Ikan cakalang, hati,
segar",73.4,120,11.3,3.9,10.0,0.0,1.4,30,30,0.9,420.0,280.0,1.6,4.3,0,0,0.0,0.0,0.0,0.2,0,0.0
"Ikan cakalang,
jantung, segar",76.3,116,11.2,1.2,10.2,0.0,1.1,10,40,3.4,360.0,250.0,0.5,1.9,908,0,0.0,0.0,0.0,0.1,0,0.0
"Ikan cakalang, perut,
segar",79.1,86,10.2,1.1,8.7,0.0,0.9,20,110,2.1,230.0,210.0,0.3,9.3,0,0,0.0,0.24,0.0,0.3,0,0.0
"Ikan daun, segar",78.6,101,11.5,4.1,4.6,0.0,1.2,80,210,0.8,120.0,270.0,0.1,0.9,0,0,0.0,0.08,0.07,0.1,0,0.0
"Ikan ekor kuning,
segar",74.1,108,22.3,1.2,2.1,0.0,0.3,30,220,0.5,50.0,230.0,0.1,0.6,40,29,0.0,0.0,0.1,0.2,0,0.0
"Ikan gabus, segar",79.6,80,16.2,0.5,2.6,0.0,1.1,170,139,0.1,65.0,254.0,0.3,0.4,335,0,0.0,0.4,0.2,0.1,0,0.0
"Ikan heu, segar",75.6,81,10.0,1.6,6.6,0.0,6.2,1910,990,2.1,240.0,210.0,0.1,2.7,0,0,0.0,0.87,0.0,0.2,0,0.0
"Ikan hitam, segar",78.2,101,10.3,3.7,6.7,0.0,1.1,50,140,0.4,70.0,210.0,0.0,0.4,67,0,0.0,0.0,0.1,0.1,0,0.0
"Ikan hiu, segar",85.7,57,10.7,0.3,2.2,0.0,1.1,75,206,2.0,0.0,0.0,0.02,0.0,0,0,0.0,0.05,0.0,0.0,0,0.0
"Ikan kacangan, segar",80.7,77,15.6,0.9,1.6,0.0,1.2,94,170,1.7,0.0,0.0,0.0,0.0,18,0,0.0,0.07,0.0,0.0,0,0.0
"Ikan kakap, segar",77.0,92,20.0,0.7,0.0,0.0,2.3,20,200,1.0,0.0,0.0,0.0,0.0,9,0,0.0,0.05,0.0,0.0,0,0.0
"Ikan kakatua, segar",79.7,82,11.4,1.2,6.4,0.0,1.3,20,160,0.4,90.0,300.0,0.1,0.3,18,0,0.0,0.0,0.0,0.2,0,0.0
"Ikan kalaban, segar",80.3,77,16.4,0.7,1.3,0.0,1.3,182,248,0.9,40.0,334.0,0.7,0.8,0,0,0.0,0.16,0.15,1.9,0,0.0
"Ikan kamera (kakap
merah), segar",78.5,86,19.7,0.8,0.0,0.0,1.3,50,170,0.3,90.0,290.0,0.3,0.1,26,0,0.0,0.0,0.08,0.1,0,0.0
"Ikan kapar, segar",74.2,132,17.0,6.7,0.8,0.0,1.3,151,272,1.2,78.0,229.0,0.9,0.7,0,0,0.0,0.07,0.03,0.0,0,0.0
"Ikan kawalinya, segar",76.1,110,12.6,4.2,5.4,0.0,1.7,80,300,1.5,340.0,300.0,0.2,1.4,146,0,0.0,0.0,0.0,0.2,0,0.0
